Date,Open,High,Low,Close,Volume
01-01-2019,201.11426498558473,202.3586776223669,198.07584011788208,200.92703037076186,1112494
02-01-2019,199.45474055757367,203.65592520582987,200.0877278995352,200.28275162639088,1665538
03-01-2019,202.20982846082123,204.1147069732448,200.25028778412016,202.5598119702301,2053303
04-01-2019,206.2823921289625,207.61453790178342,202.76220162439114,205.5450329676863,805362
07-01-2019,204.27896761974552,205.42134142510548,201.9334285653779,205.23599667483825,2342848
08-01-2019,203.5107332350519,206.77679203503408,203.17361679958304,203.42618551818828,820608
09-01-2019,206.21058983142134,210.08707443665077,204.7801727559581,206.7271869038595,1794173
10-01-2019,207.76938748447918,210.53270571572045,206.93328322937674,207.69080461196174,1119224
11-01-2019,207.67441659982865,209.89173449118064,206.38471794182828,208.34263206234152,217421
14-01-2019,209.24826170645972,211.3732467362326,208.13193466252739,207.5806136159821,386436
15-01-2019,206.77623306385902,208.97148341650123,205.37114745107792,208.3274338549206,1673659
16-01-2019,208.4216331082852,208.8593425323683,206.2097443207604,208.2120149957646,1501332
17-01-2019,208.35225273667731,209.08350945377254,206.3123822,208.75934832921064,1736314
18-01-2019,204.02016314987713,204.62622637543177,202.53517756512005,203.60740467613604,1208067
21-01-2019,201.29577174281707,201.72929178572892,197.63192064452295,200.1883667946393,2364178
22-01-2019,197.92644094195447,199.85631144498186,197.0041231859959,197.91678822054217,224804
23-01-2019,197.0907350640487,197.72474819822304,194.6685149378709,197.67251350717842,912803
24-01-2019,198.17899247662484,198.62662881892692,196.6625433490586,198.7524913571584,2122871
25-01-2019,196.9586236633523,198.88045272397036,193.91047969597994,195.20663010881157,2090483
28-01-2019,193.99846622247466,195.0218813820644,191.21869258446748,192.91196018722695,637335
29-01-2019,195.41056282931015,198.9939105,193.49727913819927,197.09587309046577,1183061
30-01-2019,196.95044298787448,197.2090471750222,192.86258482799371,196.75916388218374,1411402
31-01-2019,194.63589641286535,197.04239922128588,195.23246695987928,194.9923988293654,1503940
01-02-2019,194.03876337200927,194.6787171732464,190.72831271849884,193.0650744197699,2121027
04-02-2019,193.2374178159093,193.42337628867773,191.19500756929614,190.90207651900295,1516851
05-02-2019,191.07790281618304,192.81060395716952,190.1742955838218,190.85207853893385,2276028
06-02-2019,190.41065328428192,191.8465208783961,188.5253732690614,190.97781659584643,1873907
07-02-2019,189.1167076846959,191.53594658463592,189.22890962955657,191.45737364105824,2476344
08-02-2019,189.01084222394178,191.34354363576887,187.9121774898934,190.0746784539338,1453343
11-02-2019,188.76003614653078,190.83668897993314,186.65795512631374,187.35748520537717,2059503
12-02-2019,187.74970870220784,188.38783515730057,186.17264811030702,188.53895940260972,2499465
13-02-2019,192.52014113824254,191.8657034612735,188.88058176702114,191.0264616,1226837
14-02-2019,191.70208700590356,193.6372389091921,189.6740164800863,190.71252031390856,1673163
15-02-2019,189.0137469397669,190.71941414553248,188.3990300853343,189.2093421691853,1687746
18-02-2019,191.64402801911322,191.36041239907922,188.25560330410528,189.48906263848622,1779040
19-02-2019,189.62491407323674,191.26048140329794,187.05891979889174,189.04325525843072,2389564
20-02-2019,187.25724124642988,189.33549420287392,187.10912560138485,188.9383480310479,1666925
21-02-2019,186.21926636939156,187.00929062476985,182.5580928445687,183.83147284324295,2141637
22-02-2019,180.87372687201767,185.07452776798516,180.78419006195483,181.18002705413375,2058281
25-02-2019,183.45221326437115,183.60700318710468,181.86758878619807,181.5617988812829,1048760
26-02-2019,183.32699034420992,184.84160950827365,182.55118346902364,182.65699324921147,822636
27-02-2019,183.22526162219722,185.1321849974917,181.46760119219985,184.59211799705068,534083
28-02-2019,183.91699300330063,185.35561395307812,181.99309009091274,185.11847061692467,681598
01-03-2019,183.9270884313234,184.24783322050718,181.31652082131254,182.04771333494273,1563664
04-03-2019,180.18103024731613,182.76857806648104,178.4574693281516,179.18518864715952,1864327
05-03-2019,177.76218252030438,179.75421579078142,178.1010059480577,179.3167971255171,2428845
06-03-2019,178.47559217251288,179.9507640739112,176.6313741,179.13569580969488,816252
07-03-2019,181.49866303430656,183.28319534060697,177.91410371006623,179.77166987768044,2419839
08-03-2019,180.62833588295322,183.51361545887653,180.2252575412286,180.52753298153465,753359
11-03-2019,176.60160780727847,179.4906580699635,176.2579775341617,177.7416489668763,846362
12-03-2019,177.92850945097405,179.3664114651421,176.90997964201097,177.42341608054804,2224887
13-03-2019,175.97570098548928,179.39035244307203,175.75056553335668,175.91043795057598,1583331
14-03-2019,176.93823160517186,177.79437251151018,173.02584699937557,176.68245440603582,1269234
15-03-2019,178.17914386226334,178.7653298891387,176.53136506270323,177.57707116823713,1732716
18-03-2019,179.52612186469355,180.08889641625515,177.46536798845318,179.50438847157164,417531
19-03-2019,180.6839893794522,183.84119125073823,180.17626900760652,181.84973309961254,2082303
